"","gene","log2FoldChange","pvalue","cell","comparision"
"2702","Il18",-1.06901120314881,0.008496552866643,"EpiFib","EX_vs_SD"
"2703","Arhgap20",-0.660646413420181,0.00730071663164906,"EpiFib","EX_vs_SD"
"2704","Cul5",1.2765162490454,0.00264545263897812,"EpiFib","EX_vs_SD"
"2705","Rbp14",1.27183613233142,0.00505529196036103,"EpiFib","EX_vs_SD"
"2706","Poc1a",4.02879569954529,0.00638375456333084,"EpiFib","EX_vs_SD"
"2707","Ifrd2",-1.48636681346603,0.00299463610350458,"EpiFib","EX_vs_SD"
"2708","Itga9",-1.02875663391268,0.00470571537092782,"EpiFib","EX_vs_SD"
"2709","Pttg1ip1",0.637793017317697,0.0069414896052337,"EpiFib","EX_vs_SD"
"2710","Mknk2",-0.679482262197079,0.00684007018715038,"EpiFib","EX_vs_SD"
"2711","Sf3a2",-1.0347784892325,0.00759630612877093,"EpiFib","EX_vs_SD"
"2712","Lum",2.2450697544939,0.00635270517370768,"EpiFib","EX_vs_SD"
"2713","Srgap1",-1.15168488209748,0.00718620961887682,"EpiFib","EX_vs_SD"
"2714","Naca2",2.14998230896755,0.00139662473471489,"EpiFib","EX_vs_SD"
"2715","Emid12",2.86776146316344,0.00682710746612847,"EpiFib","EX_vs_SD"
"2716","Cct4",1.97213583775993,0.00703066824643549,"EpiFib","EX_vs_SD"
"2717","Rffl",1.5900350177058,0.00599358175964692,"EpiFib","EX_vs_SD"
"2718","Dgke",3.35077817450517,0.00202141253987208,"EpiFib","EX_vs_SD"
"2719","Mettl22",-1.62574281174857,0.00950026289908159,"EpiFib","EX_vs_SD"
"2720","Fam104a2",2.87845482899814,0.0037647893101027,"EpiFib","EX_vs_SD"
"2721","Dnajc27",-2.03970265724162,0.000996180956400705,"EpiFib","EX_vs_SD"
"2722","Sntg2",3.8206034079683,0.0074801195736376,"EpiFib","EX_vs_SD"
"2723","Dock4",-1.04478196458554,0.00652304853124158,"EpiFib","EX_vs_SD"
"2724","Ttc7b",-0.787463462791943,0.00114250472361198,"EpiFib","EX_vs_SD"
"2725","Begain1",3.06955445172788,0.000724762658148826,"EpiFib","EX_vs_SD"
"2726","Cdca42",2.98384865017203,0.00326073502542595,"EpiFib","EX_vs_SD"
"2727","Irf41",-1.4609408433825,0.00240547600141383,"EpiFib","EX_vs_SD"
"2728","Serpinb6a",1.3220655669052,0.0065282020541012,"EpiFib","EX_vs_SD"
"2729","Grk6",-1.0038683444614,0.00151499240251231,"EpiFib","EX_vs_SD"
"2730","Adamts161",-1.23622310199044,0.00279719420990288,"EpiFib","EX_vs_SD"
"2731","Dph3",1.31210522432659,0.00762856081794309,"EpiFib","EX_vs_SD"
"2732","Dad1",1.6597572007279,0.00941092232173209,"EpiFib","EX_vs_SD"
"2733","Azin11",1.27203042808721,0.00628628138267135,"EpiFib","EX_vs_SD"
"2734","Cpsf12",-1.354221692987,7.23293576160729e-05,"EpiFib","EX_vs_SD"
"2735","Wnt10b2",-0.803941459135667,0.000261290697976957,"EpiFib","EX_vs_SD"
"2736","Trap13",-0.819002109748454,0.00857232993021881,"EpiFib","EX_vs_SD"
"2737","Nsun31",2.4763606620122,0.00594746380480719,"EpiFib","EX_vs_SD"
"2738","Ifngr2",1.67996861186758,0.00749493383656155,"EpiFib","EX_vs_SD"
"2739","C4b",0.624219064375095,0.00194811237396219,"EpiFib","EX_vs_SD"
"2740","Vegfa3",-0.988746017347934,0.000206075431301771,"EpiFib","EX_vs_SD"
"2741","Plin42",3.83772616850082,0.00608104180598365,"EpiFib","EX_vs_SD"
"2742","Vit1",1.03362107619132,0.0066245911490853,"EpiFib","EX_vs_SD"
"2743","Ecscr",-1.25658438234766,0.00228840438456076,"EpiFib","EX_vs_SD"
"2744","Smc3",-0.922681422405501,0.00254835459239296,"EpiFib","EX_vs_SD"
"2745","Kcnd1",2.37284851127014,0.00637907725636222,"EpiFib","EX_vs_SD"
"2746","Bcorl12",1.12540840474016,0.00391098471804504,"EpiFib","EX_vs_SD"
"2747","Bgn1",1.33464877953638,0.000156640194831242,"EpiFib","EX_vs_SD"
"2748","Pir1",-0.95176907409691,0.00489429808145994,"EpiFib","EX_vs_SD"
"2749","Unc501",1.31052309953905,0.0090124887692874,"EpiFib","HFD_vs_SD"
"2750","Col6a31",0.731676891239214,0.0072394293688751,"EpiFib","HFD_vs_SD"
"2751","Mgst3",4.17532639023832,0.00144185747104631,"EpiFib","HFD_vs_SD"
"2752","Uap1",-0.523166046706211,0.00279210184166115,"EpiFib","HFD_vs_SD"
"2753","Traf51",-1.40408638343416,0.00600767086192647,"EpiFib","HFD_vs_SD"
"2754","Entpd22",0.808928393348147,0.00179925164476214,"EpiFib","HFD_vs_SD"
"2755","Acvr2a1",1.31628913036225,0.000321592243753661,"EpiFib","HFD_vs_SD"
"2756","Sestd11",-0.878808382364282,0.00269224712444791,"EpiFib","HFD_vs_SD"
"2757","Cwc221",1.27436554541761,0.00233726118528596,"EpiFib","HFD_vs_SD"
"2758","Calcrl5",-1.14271523026976,0.000747904649458317,"EpiFib","HFD_vs_SD"
"2759","Sord3",1.83861355845844,0.00702449899485595,"EpiFib","HFD_vs_SD"
"2760","Gatm",1.82177142295147,0.00680547875512409,"EpiFib","HFD_vs_SD"
"2761","Cds2",-1.23494708117723,0.00331625249474571,"EpiFib","HFD_vs_SD"
"2762","Gzf1",2.00506549324434,0.0066959170478029,"EpiFib","HFD_vs_SD"
"2763","Postn1",2.00330671273777,0.000758767007499532,"EpiFib","HFD_vs_SD"
"2764","Trim46",1.72504875195467,0.0021621772350984,"EpiFib","HFD_vs_SD"
"2765","Slc16a12",3.74453220940423,0.00641273809129182,"EpiFib","HFD_vs_SD"
"2766","Cpne3",1.40875491459675,0.00940935533661588,"EpiFib","HFD_vs_SD"
"2767","Ccl19",1.37053605832587,0.000224960133320657,"EpiFib","HFD_vs_SD"
"2768","Trim14",1.97836930839973,0.00563539337883421,"EpiFib","HFD_vs_SD"
"2769","Col15a12",1.62786568464354,0.000995139704166537,"EpiFib","HFD_vs_SD"
"2770","Tmeff11",-2.19727079608579,0.00260142729893381,"EpiFib","HFD_vs_SD"
"2771","Fhl3",2.03797979040538,0.0048160962988925,"EpiFib","HFD_vs_SD"
"2772","Srrm1",-0.633101281437721,0.00664681279003712,"EpiFib","HFD_vs_SD"
"2773","Mfap21",1.59670817988091,0.000349806412669184,"EpiFib","HFD_vs_SD"
"2774","Afap1",-0.762167424846276,0.00432965582237186,"EpiFib","HFD_vs_SD"
"2775","Smim143",-0.591664892041514,0.00712107948712885,"EpiFib","HFD_vs_SD"
"2776","Hip1",-0.956094457195554,0.00644862824669086,"EpiFib","HFD_vs_SD"
"2777","Tpi1",2.77854728736416,0.00341971488615251,"EpiFib","HFD_vs_SD"
"2778","Ssc5d",0.691211575896321,0.00401580102434528,"EpiFib","HFD_vs_SD"
"2779","Zfp787",1.76892879907783,0.00474029221760904,"EpiFib","HFD_vs_SD"
"2780","Pvr1",-0.90794161420867,0.00612996527469546,"EpiFib","HFD_vs_SD"
"2781","Lgals4",0.776896233044217,0.00674449268280735,"EpiFib","HFD_vs_SD"
"2782","Sbsn2",-0.827785166615745,0.00292550505451362,"EpiFib","HFD_vs_SD"
"2783","Zfp141",3.01283040561734,0.00683283719046319,"EpiFib","HFD_vs_SD"
"2784","Whamm2",-1.32609729216167,0.00205543680216113,"EpiFib","HFD_vs_SD"
"2785","Trim30d1",-1.2783372395248,0.000830377491651635,"EpiFib","HFD_vs_SD"
"2786","Cdipt",1.27109826884517,0.00543168964733346,"EpiFib","HFD_vs_SD"
"2787","Fadd",1.62813620547503,0.00617165440087955,"EpiFib","HFD_vs_SD"
"2788","Col4a11",0.532602087049808,0.00696921493098325,"EpiFib","HFD_vs_SD"
"2789","Slc7a6",-0.952431256351936,0.00792252860990698,"EpiFib","HFD_vs_SD"
"2790","Nfat5",0.683448935452175,0.00412158431028048,"EpiFib","HFD_vs_SD"
"2791","Casp1",2.54545890136484,0.00408733950656796,"EpiFib","HFD_vs_SD"
"2792","Col5a31",0.583990756952496,0.00484167083355117,"EpiFib","HFD_vs_SD"
"2793","Tyk21",-1.12567264203346,0.0040306921353278,"EpiFib","HFD_vs_SD"
"2794","Bmper2",0.666311385895936,0.00762952047140351,"EpiFib","HFD_vs_SD"
"2795","Snx191",1.06647475794353,0.00974531605578052,"EpiFib","HFD_vs_SD"
"2796","Bco21",-2.76882520431011,0.00573176434496056,"EpiFib","HFD_vs_SD"
"2797","Azi2",-1.04824574796698,0.00307043413015903,"EpiFib","HFD_vs_SD"
"2798","Traf3ip21",1.51741564677426,0.00537291623978053,"EpiFib","HFD_vs_SD"
"2799","Eef1akmt34",4.46354381592928,0.00618686727239632,"EpiFib","HFD_vs_SD"
"2800","Mettl11",1.40068042730675,0.00275579005268316,"EpiFib","HFD_vs_SD"
"2801","Emid13",3.56065984101525,0.000728901422665664,"EpiFib","HFD_vs_SD"
"2802","Etaa1",-1.77167278274129,0.00891042831824974,"EpiFib","HFD_vs_SD"
"2803","Stk10",1.73235873089131,0.00583095554606987,"EpiFib","HFD_vs_SD"
"2804","Trp53i13",2.13607529778932,0.00499046291209144,"EpiFib","HFD_vs_SD"
"2805","Nufip21",1.13257142168292,0.00509651682912222,"EpiFib","HFD_vs_SD"
"2806","Mien11",3.80729905286801,0.0023382895913904,"EpiFib","HFD_vs_SD"
"2807","Arl4d2",-1.17804276574173,0.00168466705171988,"EpiFib","HFD_vs_SD"
"2808","Fdxr1",1.83280645754565,0.00145487877701553,"EpiFib","HFD_vs_SD"
"2809","Narf2",-1.26331923396261,0.00103815598366836,"EpiFib","HFD_vs_SD"
"2810","Cdk20",-1.19237160476631,0.00825259718702523,"EpiFib","HFD_vs_SD"
"2811","Itga21",-2.48700881001416,0.00390381756293106,"EpiFib","HFD_vs_SD"
"2812","Ipo4",1.11315870506756,0.00205903429889687,"EpiFib","HFD_vs_SD"
"2813","Osr21",-1.39460224174772,0.00258363120887247,"EpiFib","HFD_vs_SD"
"2814","Arf31",1.24770407642596,0.00195146024505364,"EpiFib","HFD_vs_SD"
"2815","Krt80",-1.1818421742939,0.00649958798110841,"EpiFib","HFD_vs_SD"
"2816","Ccdc1912",-1.13928525489267,0.00979438655094325,"EpiFib","HFD_vs_SD"
"2817","Synj1",-1.63686276009315,0.00595331946733958,"EpiFib","HFD_vs_SD"
"2818","Serac1",-1.36387736929307,0.00956774069671373,"EpiFib","HFD_vs_SD"
"2819","Dusp19",-0.787004373625502,0.000530494634022352,"EpiFib","HFD_vs_SD"
"2820","Anks1",-0.744140073849557,0.00574203184097575,"EpiFib","HFD_vs_SD"
"2821","Notch31",3.01932599818006,0.00133749163556843,"EpiFib","HFD_vs_SD"
"2822","B3galt4",4.19375856118351,0.00118077403181805,"EpiFib","HFD_vs_SD"
"2823","C4b1",0.580725617773381,0.00452398155386484,"EpiFib","HFD_vs_SD"
"2824","H2-Q62",1.38087171716147,0.00972209676307557,"EpiFib","HFD_vs_SD"
"2825","Plin43",5.54660699396571,4.87435231859421e-05,"EpiFib","HFD_vs_SD"
"2826","Map3k8",-1.07464925907728,0.00325227276256007,"EpiFib","HFD_vs_SD"
"2827","Slc6a72",2.02140527222103,0.000150213638104758,"EpiFib","HFD_vs_SD"
"2828","Asrgl11",-2.48926829164962,0.00861352392592916,"EpiFib","HFD_vs_SD"
"2829","Bgn2",1.11404601071712,0.00187708585062148,"EpiFib","HFD_vs_SD"
"2830","Zmym3",0.951995125940087,0.00971446636046441,"EpiFib","HFD_vs_SD"
"2831","Col4a5",-1.74272647569667,0.00977874513563311,"EpiFib","HFD_vs_SD"
"2832","Phka2",-0.609650008978434,0.00925107319917835,"EpiFib","HFD_vs_SD"
"2833","Prps2",2.56743121896312,0.00791785134585903,"EpiFib","HFD_vs_SD"
"2834","Paqr8",0.790597822634883,0.00329043913290185,"ImmSC","DR_vs_DREX"
"2835","Ncf22",0.530576089880676,0.00439593115067646,"ImmSC","DR_vs_DREX"
"2836","Etnppl4",0.676895069157484,0.00932249132408394,"ImmSC","DR_vs_DREX"
"2837","Isg155",-1.75909139880541,0.00871634013792402,"ImmSC","DR_vs_DREX"
"2838","Tyms1",-2.23583935616602,0.00741132256911051,"ImmSC","DR_vs_DREX"
"2839","Gadd45b",-0.750101877273004,0.00837317430528393,"ImmSC","DR_vs_DREX"
"2840","Per13",0.574251061315854,0.00686428746916961,"ImmSC","DR_vs_DREX"
"2841","Fam57a2",0.600864689781828,0.00271526117104408,"ImmSC","DR_vs_DREX"
"2842","Trib21",-0.71880266163446,0.00105156378815967,"ImmSC","DR_vs_DREX"
"2843","Pck22",-1.33345064803664,0.00970628234052177,"ImmSC","DR_vs_DREX"
"2844","Adcy61",0.694456283304314,0.00837389720202898,"ImmSC","DR_vs_DREX"
"2845","Cd741",-2.04203981666486,0.00634713602467383,"ImmSC","DR_vs_DREX"
"2846","Tyms2",-2.21785932198698,0.00872484573515673,"ImmSC","DR_vs_EX"
"2847","Sdhaf12",-1.0275141410686,0.00755807582233157,"ImmSC","DR_vs_EX"
"2848","Rtn4ip1",1.12101661270307,0.00832569263817983,"ImmSC","DR_vs_EX"
"2849","Acot2",-0.972592470414248,0.00953502923248773,"ImmSC","DR_vs_EX"
"2850","Olfml2a1",0.818950209354117,0.00466965432223688,"ImmSC","DR_vs_HFD"
"2851","Ddx58",-1.61137335800848,0.00740491868895825,"ImmSC","DR_vs_HFD"
"2852","Tpm22",2.14435238728215,0.00601837800096995,"ImmSC","DR_vs_HFD"
"2853","Focad",-2.25951091890743,0.00883862410001713,"ImmSC","DR_vs_HFD"
"2854","Isg156",-2.03948477111897,0.00299122598139918,"ImmSC","DR_vs_HFD"
"2855","Zfp59",2.36744450845162,0.00990315987087916,"ImmSC","DR_vs_HFD"
"2856","Hmbs",1.74877684477824,0.00433620812947287,"ImmSC","DR_vs_HFD"
"2857","Zfp652",-0.909586533777774,0.00448949105842634,"ImmSC","DR_vs_HFD"
"2858","Cbx2",-0.893167006957346,0.0023331850445522,"ImmSC","DR_vs_HFD"
"2859","Mphosph8",-0.82017724651641,0.00804974672781903,"ImmSC","DR_vs_HFD"
"2860","Tmem186",0.996309686142486,0.0079712528522357,"ImmSC","DR_vs_HFD"
"2861","Plin44",-1.44222098435994,0.00369223148130793,"ImmSC","DR_vs_HFD"
"2862","Tgif1",-1.28273819481343,0.00781087118754551,"ImmSC","DR_vs_HFD"
"2863","Bok",-0.622587358872261,0.00688634791221682,"ImmSC","DR_vs_SD"
"2864","Casq1",-1.11022432638563,0.00779474371179007,"ImmSC","DR_vs_SD"
"2865","Scp2",-0.910520217786088,0.0091525297654166,"ImmSC","DR_vs_SD"
"2866","Tmem222",0.950685454424916,0.00732833325646585,"ImmSC","DR_vs_SD"
"2867","Pi4k2b",1.8205384524968,0.00699917774275759,"ImmSC","DR_vs_SD"
"2868","Paqr3",1.96222401336586,0.0084926771264607,"ImmSC","DR_vs_SD"
"2869","Gtf2ird1",1.70182399158646,0.0050836644486823,"ImmSC","DR_vs_SD"
"2870","Zfp235",2.67877394483826,0.00976173636867299,"ImmSC","DR_vs_SD"
"2871","Emc8",0.880027948392622,0.00627111896933676,"ImmSC","DR_vs_SD"
"2872","Bcr",-0.751384466153755,0.00823657175359945,"ImmSC","DR_vs_SD"
"2873","Polr2e",-0.52465411643707,0.00869467164299605,"ImmSC","DR_vs_SD"
"2874","Nacad",1.28998268119364,0.00373019096452918,"ImmSC","DR_vs_SD"
"2875","Hist1h1e",-1.14350231980574,0.00224397738649107,"ImmSC","DR_vs_SD"
"2876","Dgcr8",0.888733796846937,0.00856196928293792,"ImmSC","DR_vs_SD"
"2877","Epha6",0.765389708172224,0.00639064536957881,"ImmSC","DR_vs_SD"
"2878","Rprd1a",-0.775953714620895,0.000785224693440762,"ImmSC","DR_vs_SD"
"2879","Pcdhga12",1.01735049844011,0.00391579428594128,"ImmSC","DR_vs_SD"
"2880","Cox8a",-0.619050768375026,0.00581710616220925,"ImmSC","DR_vs_SD"
"2881","Slc25a141",1.25452292918007,0.00463899919852293,"ImmSC","DR_vs_SD"
"2882","Sdhaf4",-2.22575838066146,0.0022079834501613,"ImmSC","DREX_vs_EX"
"2883","Wdr66",1.07803256872922,0.00368496085692563,"ImmSC","DREX_vs_EX"
"2884","Slc25a421",-1.12539889493766,0.0082153174574978,"ImmSC","DREX_vs_EX"
"2885","Fam57a3",-0.861391713469536,1.34028749168529e-05,"ImmSC","DREX_vs_EX"
"2886","Ero1lb1",-1.00036225816617,0.00898244238755677,"ImmSC","DREX_vs_EX"
"2887","Ube2ql1",-1.21286066920428,0.00867492976625646,"ImmSC","DREX_vs_EX"
"2888","Prelid3a1",-0.576245156071129,0.00850895308343889,"ImmSC","DREX_vs_EX"
"2889","Tsc22d38",-0.787375580576049,0.000555550902459278,"ImmSC","DREX_vs_EX"
"2890","Coq10b",-1.70395327165868,0.00457740181205609,"ImmSC","DREX_vs_HFD"
"2891","Etnppl5",-0.747075448535329,0.00519311857240705,"ImmSC","DREX_vs_HFD"
"2892","Tpm23",2.29504760011538,0.00290006535256634,"ImmSC","DREX_vs_HFD"
"2893","Zfp462",0.617528228551026,0.00557091939625135,"ImmSC","DREX_vs_HFD"
"2894","Prpf4",1.21317570992398,0.00650833334798554,"ImmSC","DREX_vs_HFD"
"2895","Gpatch31",1.05566764104042,0.00761821116617999,"ImmSC","DREX_vs_HFD"
"2896","Sars2",0.994444146309002,0.00339658219670835,"ImmSC","DREX_vs_HFD"
"2897","Ccdc189",-2.1444394521081,0.00975178887692389,"ImmSC","DREX_vs_HFD"
"2898","Fam53b",-0.379559428443226,0.00863486418998526,"ImmSC","DREX_vs_HFD"
"2899","Fam129c",-1.78801905766261,0.00703336357609784,"ImmSC","DREX_vs_HFD"
"2900","Ldlr4",0.500892102450022,0.00739239120266715,"ImmSC","DREX_vs_HFD"
"2901","Plscr2",0.790788558621184,0.00381270294394966,"ImmSC","DREX_vs_HFD"
"2902","Slc9a91",0.620361286596716,0.008173420400694,"ImmSC","DREX_vs_HFD"
"2903","Ctdspl",-0.839976473662986,0.00723953099259415,"ImmSC","DREX_vs_HFD"
"2904","Chd31",2.61074797705142,0.0037277253990697,"ImmSC","DREX_vs_HFD"
"2905","Fam57a4",-0.62546701307128,0.00260517020864702,"ImmSC","DREX_vs_HFD"
"2906","Trib22",0.619516638670871,0.00636407962843071,"ImmSC","DREX_vs_HFD"
"2907","Pck23",1.45024634222436,0.00873399218121438,"ImmSC","DREX_vs_HFD"
"2908","Rai14",0.464237482493803,0.00827072789352306,"ImmSC","DREX_vs_HFD"
"2909","Klf94",-0.616581805901389,0.0024955238841321,"ImmSC","DREX_vs_HFD"
"2910","Paqr81",-0.85306167084272,0.00272175910522665,"ImmSC","DREX_vs_SD"
"2911","Bok1",-0.633236412549956,0.00527386686401668,"ImmSC","DREX_vs_SD"
"2912","Ncf23",-0.659733157190221,0.000937717762616103,"ImmSC","DREX_vs_SD"
"2913","Dnm3",2.50366629546852,0.00416195000430966,"ImmSC","DREX_vs_SD"
"2914","Rgs7",3.01274616312982,0.00447939304230475,"ImmSC","DREX_vs_SD"
"2915","Rabepk",-1.66254131393222,0.0032709548243803,"ImmSC","DREX_vs_SD"
"2916","Exd11",-1.79019418319987,0.000485042332178815,"ImmSC","DREX_vs_SD"
"2917","Etnppl6",-1.07227421337249,6.32916564514156e-05,"ImmSC","DREX_vs_SD"
"2918","Alg6",1.6161589718154,0.000301620079181582,"ImmSC","DREX_vs_SD"
"2919","Gpatch32",1.12817058350889,0.00759120054210133,"ImmSC","DREX_vs_SD"
"2920","Isg157",2.58499703634104,0.00252454235460391,"ImmSC","DREX_vs_SD"
"2921","Agbl51",1.89531757261157,0.00227282767510251,"ImmSC","DREX_vs_SD"
"2922","Ppargc1a",3.09618100084464,0.00882844949119056,"ImmSC","DREX_vs_SD"
"2923","Pi4k2b1",1.9918251543353,0.00269338296393934,"ImmSC","DREX_vs_SD"
"2924","Gtf2ird11",1.73097999798812,0.00403249481818252,"ImmSC","DREX_vs_SD"
"2925","Zfp28",1.52741308117113,0.00287925064624469,"ImmSC","DREX_vs_SD"
"2926","Dgat2",-1.25786273144831,0.0075286831970307,"ImmSC","DREX_vs_SD"
"2927","Ucp3",-0.685671956515381,0.00625428874105413,"ImmSC","DREX_vs_SD"
"2928","Fam129c1",-1.79627380701492,0.0088183884291163,"ImmSC","DREX_vs_SD"
"2929","Fstl3",-1.03749293984897,0.00116404616088117,"ImmSC","DREX_vs_SD"
"2930","Slc41a2",-0.535664073017764,0.00870739408560451,"ImmSC","DREX_vs_SD"
"2931","Xbp11",-0.567458047510668,0.00767419083887813,"ImmSC","DREX_vs_SD"
"2932","Mpg",1.1899122589771,0.00784670566681361,"ImmSC","DREX_vs_SD"
"2933","Per14",-0.593495088433705,0.0067443114449055,"ImmSC","DREX_vs_SD"
"2934","Fam57a5",-0.744148355920226,0.000471905011316605,"ImmSC","DREX_vs_SD"
"2935","Pcgf2",0.684037850668103,0.00898315083442434,"ImmSC","DREX_vs_SD"
"2936","Arhgap271",-1.0391829786585,0.00522805124771241,"ImmSC","DREX_vs_SD"
"2937","Trib23",0.638981585572077,0.00670653166763038,"ImmSC","DREX_vs_SD"
"2938","Kcnk5",0.85632899531686,0.00194560554683257,"ImmSC","DREX_vs_SD"
"2939","Vstm42",-0.669333473838413,0.00801838148329156,"ImmSC","DREX_vs_SD"
"2940","Arhgap22",2.08336252900766,0.00774196746972928,"ImmSC","DREX_vs_SD"
"2941","Ndufaf71",1.11858217921853,0.00500090037059413,"ImmSC","DREX_vs_SD"
"2942","Rbbp8",3.27798876708239,0.00530393028686011,"ImmSC","DREX_vs_SD"
"2943","Lox3",-0.520001982498682,0.00876837590567199,"ImmSC","DREX_vs_SD"
"2944","Arhgef372",-0.821206574494133,0.000995145077600454,"ImmSC","DREX_vs_SD"
"2945","Klf95",-0.568749392885873,0.00701702496829646,"ImmSC","DREX_vs_SD"
"2946","Pnck",-2.57312587722391,0.00945993418259931,"ImmSC","DREX_vs_SD"
"2947","Tsc22d39",-0.678558033816743,0.00433089738878095,"ImmSC","DREX_vs_SD"
"2948","Hccs",1.4556446352987,0.00578558340733815,"ImmSC","DREX_vs_SD"
"2949","Rita1",2.04228736003668,0.00292449852813477,"ImmSC","EX_vs_HFD"
"2950","Msmo1",0.502125699727325,0.00287053479913175,"ImmSC","EX_vs_HFD"
"2951","Mvd5",1.38556926328106,0.000769715621001302,"ImmSC","EX_vs_HFD"
"2952","Cbx21",-0.834156627641984,0.00394446018904585,"ImmSC","EX_vs_HFD"
"2953","Wdr55",1.69887908021555,0.00495586010769143,"ImmSC","EX_vs_HFD"
"2954","Dsel",1.01026607082318,0.00899082279626207,"ImmSC","EX_vs_SD"
"2955","Alg61",1.30651796423574,0.00424001015431356,"ImmSC","EX_vs_SD"
"2956","Pi4k2b2",1.95826165049182,0.00349733051049672,"ImmSC","EX_vs_SD"
"2957","Gtf2ird12",1.64565449383022,0.00692705067278254,"ImmSC","EX_vs_SD"
"2958","Eps8l15",-1.99408790359146,0.00285755054342837,"ImmSC","EX_vs_SD"
"2959","Mvd6",1.16316949921589,0.00625309439963043,"ImmSC","EX_vs_SD"
"2960","Idi1",1.20662869508628,0.00197623277804791,"ImmSC","EX_vs_SD"
"2961","Ccdc25",1.91820028003312,0.00605756773496742,"ImmSC","EX_vs_SD"
"2962","Fignl21",0.927737385637583,0.00835851781479603,"ImmSC","EX_vs_SD"
"2963","Cchcr1",-1.18769760342121,0.0069115635045355,"ImmSC","EX_vs_SD"
"2964","Zmat2",0.560247272948529,0.00960806465746196,"ImmSC","EX_vs_SD"
"2965","Sde2",1.12603210194329,0.00458145924846632,"ImmSC","HFD_vs_SD"
"2966","Isg158",2.8653904086546,0.000972536636603421,"ImmSC","HFD_vs_SD"
"2967","Pi4k2b3",1.8773615966601,0.00626370257324966,"ImmSC","HFD_vs_SD"
"2968","Gtf2ird13",1.6403459593047,0.00831870204902872,"ImmSC","HFD_vs_SD"
"2969","Tmem86a",2.69490892045651,0.00919101698408506,"ImmSC","HFD_vs_SD"
"2970","Tbx62",1.25783764667824,0.00850081164215897,"ImmSC","HFD_vs_SD"
"2971","Zfp653",0.893772548331858,0.00721868920875749,"ImmSC","HFD_vs_SD"
"2972","Rnf26",-2.57641985267749,0.00782584304027888,"ImmSC","HFD_vs_SD"
"2973","Sema7a",-0.715336900174149,0.00728538188754259,"ImmSC","HFD_vs_SD"
"2974","Pnpt1",1.30864705204624,0.00589590129913951,"ImmSC","HFD_vs_SD"
"2975","Ifi35",1.29951830080124,0.00885444669322409,"ImmSC","HFD_vs_SD"
"2976","Clba1",3.33472313770938,0.00845827324375771,"ImmSC","HFD_vs_SD"
"2977","Eef1e1",2.24194660927654,0.00597746189203489,"ImmSC","HFD_vs_SD"
"2978","Slc38a9",0.862448285940195,0.00509410042194091,"ImmSC","HFD_vs_SD"
"2979","Mphosph81",0.962370071672727,0.00508658920732708,"ImmSC","HFD_vs_SD"
"2980","Rhebl1",2.1556852118453,0.00206621792551454,"ImmSC","HFD_vs_SD"
"2981","Hunk",-1.76538981348865,0.00712601751431268,"ImmSC","HFD_vs_SD"
"2982","Tap2",2.5339332118808,0.00632448697872318,"ImmSC","HFD_vs_SD"
"2983","Tgif11",1.41946570903106,0.00786129365148449,"ImmSC","HFD_vs_SD"
"2984","Pcdhb20",3.59577096003831,0.00279379945196109,"ImmSC","HFD_vs_SD"
"2985","Btaf1",1.12642880331745,0.00744415597870967,"ImmSC","HFD_vs_SD"
"2986","Hprt",0.890609606407739,0.00903464969425806,"ImmSC","HFD_vs_SD"
"2987","Gins1",-2.55280371156529,0.00908727453971075,"Mac","DR_vs_DREX"
"2988","Sclt1",-1.5795507375862,0.0085166572768362,"Mac","DR_vs_DREX"
"2989","Rapgef2",0.788043423756277,0.00547747680616435,"Mac","DR_vs_DREX"
"2990","Ccn15",2.26521641882938,0.000224293986619904,"Mac","DR_vs_DREX"
"2991","Zbtb40",0.949244610145372,0.00994544544968496,"Mac","DR_vs_DREX"
"2992","Ppm1g2",-0.847451119708804,0.00975273368175622,"Mac","DR_vs_DREX"
"2993","Gtf2h3",-1.79212102280007,0.00953570711650215,"Mac","DR_vs_DREX"
"2994","Tmem176a",0.514889468473049,0.00551963544499645,"Mac","DR_vs_DREX"
"2995","Chn2",-1.41512861475327,0.00439947483192691,"Mac","DR_vs_DREX"
"2996","Trnt1",-1.05034420037483,0.00825427802944954,"Mac","DR_vs_DREX"
"2997","Lig1",-2.49520588269985,0.00234054073587605,"Mac","DR_vs_DREX"
"2998","Fosb",1.19996852988987,0.00894570008910612,"Mac","DR_vs_DREX"
"2999","Zfp361",0.528567136997089,0.00502177126470851,"Mac","DR_vs_DREX"
"3000","Hddc3",-1.1476400853633,0.00793494906513616,"Mac","DR_vs_DREX"
"3001","Slc10a71",-1.301974941702,0.00075037537960654,"Mac","DR_vs_DREX"
"3002","Plppr3",-3.65013931867603,0.00663599288337246,"Mac","DR_vs_DREX"
"3003","Kif3a",0.996701188511937,0.00897057026074142,"Mac","DR_vs_DREX"
"3004","Flcn",-0.654045085807783,0.00469997515505975,"Mac","DR_vs_DREX"
"3005","Per15",0.76228154732764,0.00411730609724551,"Mac","DR_vs_DREX"
"3006","Pgap3",-2.15349023766168,0.00768414984401875,"Mac","DR_vs_DREX"
"3007","Plekhh3",-2.31052675705825,0.00478491131912732,"Mac","DR_vs_DREX"
"3008","Arhgap272",-1.82574976120801,0.000673240422875703,"Mac","DR_vs_DREX"
"3009","Cryl11",-0.887197418178568,0.00553127682345033,"Mac","DR_vs_DREX"
"3010","Cct8",-1.45206663292668,0.00669705952360957,"Mac","DR_vs_DREX"
